Record,Server Address,first
4981,172.23.1.81,1
4982,172.22.1.80,1
4983,172.21.1.80,1
4984,172.22.1.81,1
4985,172.24.1.81,1
4986,172.21.1.80,1
4987,172.22.1.90,1
4988,172.22.1.81,1
4989,172.24.1.81,1
4990,172.21.1.80,1
4991,172.22.1.90,1
4992,172.22.1.90,1
4993,172.24.1.80,1
4994,172.22.1.90,1
4995,172.22.1.90,1
4996,172.22.1.81,1
4997,172.22.1.81,1
4998,172.22.1.90,1
4999,172.24.1.81,1
5000,172.23.1.80,1
5001,172.22.1.80,1
5002,172.22.1.81,1
5003,172.22.1.80,1
5004,172.22.1.81,1
5005,172.22.1.90,1
5006,172.22.1.90,1
5007,172.22.1.81,1
5008,172.24.1.81,1
5009,172.22.1.80,1
5010,172.22.1.90,1
5011,172.22.1.90,1
5012,172.24.1.81,1
5013,172.22.1.81,1
5014,172.22.1.81,1
5015,172.22.1.81,1
5016,172.21.1.80,1
5017,172.21.1.80,1
5018,172.22.1.81,1
5019,172.21.1.80,1
5020,172.21.1.80,1
5021,172.22.1.81,1
5022,172.22.1.90,1
5023,172.24.1.81,1
5024,172.23.1.80,1
5025,172.22.1.81,1
5026,172.22.1.90,1
5027,172.22.1.90,1
5028,172.22.1.81,1
5029,54.243.185.199,5
5030,172.22.1.80,1
5031,172.24.1.81,1
5032,172.24.1.81,1
5033,172.23.1.81,1
5034,172.23.1.81,1
5035,172.22.1.81,1
5036,172.21.1.80,1
5037,172.21.1.80,1
5038,172.22.1.81,1
5039,172.22.1.90,1
5040,172.21.1.80,1
5041,172.22.1.81,1
5042,172.22.1.90,1
5043,172.22.1.90,1
5044,172.22.1.80,1
5045,172.24.1.80,1
5046,172.22.1.80,1
5047,172.22.1.90,1
5048,172.22.1.81,1
5049,172.22.1.81,1
5050,172.24.1.81,1
5051,172.22.1.80,1
5052,172.22.1.90,1
5053,172.23.1.81,1
5054,172.24.1.80,1
5055,172.22.1.90,1
5056,172.22.1.81,1
5057,172.24.1.81,1
5058,172.22.1.81,1
5059,172.23.1.81,1
5060,172.22.1.81,1
5061,172.22.1.81,1
5062,172.21.1.80,1
5063,172.21.1.80,1
5064,172.21.1.80,1
5065,172.24.1.81,1
5066,172.22.1.80,1
5067,172.23.1.80,1
5068,172.22.1.80,1
5069,172.22.1.90,1
5070,172.22.1.90,1
5071,172.23.1.81,1
5072,172.24.1.81,1
5073,172.22.1.90,1
5074,172.24.1.81,1
5075,172.22.1.80,1
5076,172.23.1.80,1
5077,172.21.1.80,1
5078,172.22.1.90,1
5079,172.22.1.90,1
5080,172.22.1.90,1
5081,172.22.1.90,1
5082,172.21.1.80,1
5083,172.22.1.80,1
5084,172.22.1.90,1
5085,172.22.1.90,1
5086,172.22.1.81,1
5087,172.22.1.81,1
5088,172.22.1.90,1
5089,172.23.1.80,1
5090,172.22.1.80,1
5091,172.24.1.81,1
5092,172.22.1.90,1
5093,172.23.1.81,1
5094,172.22.1.80,1
5095,172.22.1.80,1
5096,172.22.1.81,1
5097,172.22.1.90,1
5098,172.21.1.80,1
5099,172.22.1.81,1
5100,172.23.1.81,1
5101,172.23.1.81,1
5102,172.24.1.81,1
5103,172.24.1.81,1
5104,172.24.1.81,1
5105,172.22.1.81,1
5106,172.23.1.81,1
5107,172.22.1.81,1
5108,172.24.1.80,1
5109,172.23.1.81,1
5110,172.22.1.90,1
5111,172.22.1.90,1
5112,172.22.1.80,1
5113,172.21.1.80,1
5114,172.22.1.80,1
5115,172.23.1.80,1
5116,172.21.1.81,1
5117,172.22.1.90,1
5118,172.23.1.81,1
5119,172.22.1.81,1
5120,172.22.1.90,1
5121,172.22.1.90,1
5122,172.24.1.80,1
5123,172.21.1.80,1
5124,172.24.1.81,1
5125,34.239.253.124,3
5126,172.22.1.90,1
5127,172.22.1.90,1
5128,172.23.1.81,1
5129,172.24.1.81,1
5130,172.22.1.80,1
5131,172.24.1.80,1
5132,172.22.1.80,1
5133,172.22.1.81,1
5134,172.21.1.81,1
5135,172.22.1.80,1
5136,172.22.1.81,1
5137,172.23.1.81,1
5138,172.22.1.81,1
5139,172.22.1.90,1
5140,172.23.1.81,1
5141,172.22.1.80,1
5142,172.22.1.81,1
5143,172.24.1.80,1
5144,172.24.1.81,1
5145,172.22.1.80,1
5146,172.22.1.81,1
5147,172.22.1.81,1
5148,172.24.1.81,1
5149,172.22.1.81,1
5150,172.21.1.81,1
5151,172.23.1.81,1
5152,172.23.1.81,1
5153,172.22.1.90,1
5154,172.22.1.90,1
5155,172.22.1.81,1
5156,172.21.1.81,1
5157,172.22.1.81,1
5158,172.22.1.90,1
5159,172.22.1.90,1
5160,172.22.1.81,1
5161,172.22.1.90,1
5162,172.24.1.80,1
5163,172.22.1.90,1
5164,172.22.1.90,1
5165,172.22.1.90,1
5166,172.22.1.80,1
5167,172.22.1.81,1
5168,172.22.1.90,1
5169,172.22.1.81,1
5170,172.21.1.80,1
5171,172.22.1.80,1
5172,172.22.1.80,1
5173,172.21.1.80,1
5174,172.22.1.90,1
5175,172.23.1.81,1
5176,172.23.1.80,1
5177,172.23.1.81,1
5178,172.24.1.81,1
5179,172.22.1.80,1
5180,172.22.1.81,1
5181,172.22.1.90,1
5182,172.24.1.80,1
5183,172.22.1.80,1
5184,172.22.1.90,1
5185,172.24.1.80,1
5186,172.22.1.90,1
5187,172.21.1.80,1
5188,172.22.1.90,1
5189,172.21.1.80,1
5190,172.23.1.81,1
5191,172.24.1.80,1
5192,172.22.1.80,1
5193,172.22.1.90,1
5194,172.21.1.80,1
5195,172.22.1.81,1
5196,172.21.1.80,1
5197,172.23.1.81,1
5198,172.22.1.80,1
5199,172.22.1.81,1
5200,172.24.1.81,1
5201,172.23.1.81,1
5202,172.21.1.80,1
5203,172.22.1.81,1
5204,172.22.1.81,1
5205,172.21.1.81,1
5206,172.21.1.80,1
5207,172.24.1.80,1
5208,172.21.1.80,1
5209,172.22.1.80,1
5210,172.22.1.90,1
5211,54.231.162.9,5
5212,172.24.1.80,1
5213,172.21.1.80,1
5214,172.22.1.90,1
5215,172.22.1.81,1
5216,172.24.1.80,1
5217,172.23.1.81,1
5218,172.23.1.81,1
5219,172.24.1.81,1
5220,172.23.1.81,1
5221,172.21.1.80,1
5222,172.24.1.80,1
5223,172.22.1.90,1
5224,172.21.1.80,1
5225,172.22.1.80,1
5226,172.22.1.80,1
5227,172.23.1.81,1
5228,172.22.1.80,1
5229,172.22.1.90,1
5230,172.22.1.90,1
5231,172.22.1.80,1
5232,172.21.1.80,1
5233,172.22.1.90,1
5234,172.22.1.81,1
5235,172.21.1.80,1
5236,172.22.1.81,1
5237,172.22.1.90,1
5238,172.22.1.90,1
5239,172.22.1.80,1
5240,172.24.1.80,1
5241,172.21.1.80,1
5242,172.24.1.81,1
5243,172.22.1.81,1
5244,172.22.1.90,1
5245,172.22.1.90,1
5246,172.24.1.80,1
5247,172.22.1.90,1
5248,172.21.1.80,1
5249,172.22.1.81,1
5250,172.23.1.81,1
5251,172.22.1.90,1
5252,172.23.1.81,1
5253,172.21.1.81,1
5254,172.22.1.90,1
5255,172.24.1.81,1
5256,172.21.1.80,1
5257,172.22.1.80,1
5258,172.21.1.80,1
5259,172.23.1.81,1
5260,172.23.1.81,1
5261,172.21.1.80,1
5262,172.21.1.80,1
5263,172.22.1.81,1
5264,172.22.1.90,1
5265,172.22.1.90,1
5266,172.21.1.80,1
5267,172.22.1.81,1
5268,172.22.1.81,1
5269,172.24.1.81,1
5270,172.22.1.90,1
5271,172.22.1.81,1
5272,172.22.1.81,1
5273,172.21.1.80,1
5274,172.21.1.80,1
5275,172.24.1.80,1
5276,172.22.1.81,1
5277,172.22.1.80,1
5278,172.24.1.81,1
5279,172.22.1.90,1
5280,172.24.1.80,1
5281,172.21.1.80,1
5282,172.22.1.81,1
5283,172.22.1.81,1
5284,172.22.1.81,1
5285,172.22.1.80,1
5286,172.23.1.81,1
5287,172.24.1.81,1
5288,172.22.1.90,1
5289,172.22.1.90,1
5290,172.24.1.80,1
5291,172.23.1.81,1
5292,172.22.1.81,1
5293,172.24.1.81,1
5294,172.21.1.81,1
5295,172.22.1.90,1
5296,172.23.1.81,1
5297,172.21.1.80,1
5298,172.22.1.90,1
5299,172.22.1.81,1
5300,172.22.1.90,1
5301,172.22.1.90,1
5302,172.22.1.90,1
5303,172.22.1.90,1
5304,172.22.1.90,1
5305,172.21.1.80,1
5306,216.58.218.131,2
5307,216.58.218.131,2
5308,172.22.1.90,1
5309,172.22.1.90,1
5310,172.22.1.81,1
5311,172.22.1.81,1
5312,172.24.1.80,1
5313,172.21.1.80,1
5314,172.22.1.81,1
5315,172.22.1.90,1
5316,172.22.1.90,1
5317,172.23.1.80,1
5318,172.22.1.90,1
5319,172.22.1.90,1
5320,172.24.1.81,1
5321,172.22.1.90,1
5322,172.21.1.80,1
5323,172.22.1.81,1
5324,172.21.1.80,1
5325,172.24.1.80,1
5326,172.22.1.81,1
5327,172.22.1.80,1
5328,172.21.1.80,1
5329,172.24.1.81,1
5330,172.22.1.81,1
5331,172.22.1.81,1
5332,172.23.1.81,1
5333,172.21.1.81,1
5334,172.22.1.81,1
5335,172.22.1.81,1
5336,172.22.1.90,1
5337,172.24.1.80,1
5338,172.22.1.90,1
5339,172.22.1.81,1
5340,172.22.1.80,1
5341,172.24.1.80,1
5342,172.22.1.81,1
5343,172.24.1.80,1
5344,172.22.1.81,1
5345,172.22.1.81,1
5346,172.22.1.90,1
5347,172.22.1.81,1
5348,172.24.1.81,1
5349,172.22.1.90,1
5350,172.22.1.81,1
5351,172.22.1.90,1
5352,172.23.1.81,1
5353,172.21.1.80,1
5354,172.21.1.80,1
5355,172.22.1.81,1
5356,172.21.1.81,1
5357,172.22.1.90,1
5358,216.58.218.131,2
5359,172.23.1.81,1
5360,172.22.1.81,1
5361,172.217.9.174,1
5362,172.22.1.81,1
5363,172.22.1.80,1
5364,172.22.1.80,1
5365,172.23.1.80,1
5366,172.23.1.80,1
5367,172.24.1.80,1
5368,172.23.1.81,1
5369,172.24.1.81,1
5370,172.22.1.90,1
5371,172.22.1.90,1
5372,172.22.1.90,1
5373,172.22.1.81,1
5374,172.24.1.81,1
5375,172.22.1.81,1
5376,172.22.1.80,1
5377,172.22.1.81,1
5378,172.22.1.81,1
5379,172.24.1.81,1
5380,172.22.1.81,1
5381,172.22.1.90,1
5382,172.22.1.90,1
5383,172.22.1.80,1
5384,172.23.1.80,1
5385,172.23.1.81,1
5386,172.22.1.81,1
5387,172.24.1.81,1
5388,172.22.1.81,1
5389,172.22.1.81,1
5390,172.22.1.80,1
5391,172.24.1.81,1
5392,172.22.1.90,1
5393,172.22.1.80,1
5394,172.24.1.81,1
5395,172.22.1.90,1
5396,172.22.1.80,1
5397,172.23.1.81,1
5398,172.22.1.81,1
5399,172.22.1.80,1
5400,172.22.1.81,1
5401,172.45.7.60,1
5402,172.22.1.80,1
5403,172.22.1.90,1
5404,172.24.1.81,1
5405,172.22.1.80,1
5406,172.24.1.81,1
5407,172.22.1.90,1
5408,172.22.1.90,1
5409,172.24.1.81,1
5410,172.22.1.81,1
5411,172.23.1.80,1
5412,172.24.1.81,1
5413,172.22.1.80,1
5414,172.22.1.90,1
5415,172.22.1.90,1
5416,172.22.1.90,1
5417,172.23.1.80,1
5418,172.24.1.80,1
5419,172.22.1.81,1
5420,172.22.1.80,1
5421,172.24.1.81,1
5422,172.22.1.90,1
5423,172.22.1.90,1
5424,172.24.1.81,1
5425,172.24.1.81,1
5426,172.22.1.90,1
5427,172.22.1.80,1
5428,172.22.1.81,1
5429,172.22.1.80,1
5430,172.22.1.80,1
5431,172.24.1.81,1
5432,172.22.1.80,1
5433,172.22.1.80,1
5434,172.22.1.90,1
5435,172.22.1.90,1
5436,172.22.1.90,1
5437,172.22.1.80,1
5438,172.22.1.90,1
5439,172.24.1.81,1
5440,172.22.1.80,1
5441,172.22.1.90,1
5442,172.22.1.80,1
5443,172.22.1.81,1
5444,172.22.1.90,1
5445,172.22.1.90,1
5446,172.24.1.81,1
5447,172.22.1.80,1
5448,172.22.1.90,1
5449,172.22.1.81,1
5450,172.22.1.80,1
5451,172.22.1.81,1
5452,172.24.1.81,1
5453,172.24.1.80,1
5454,172.24.1.81,1
5455,172.23.1.80,1
5456,172.23.1.81,1
5457,172.22.1.80,1
5458,172.22.1.80,1
5459,172.22.1.90,1
5460,172.22.1.81,1
5461,172.22.1.80,1
5462,172.22.1.90,1
5463,172.22.1.80,1
5464,172.23.1.80,1
5465,172.22.1.81,1
5466,172.22.1.90,1
5467,172.22.1.90,1
5468,172.22.1.81,1
5469,172.22.1.80,1
5470,172.22.1.81,1
5471,172.22.1.80,1
5472,172.22.1.90,1
5473,172.24.1.81,1
5474,172.22.1.80,1
5475,172.22.1.80,1
5476,172.22.1.90,1
5477,172.22.1.81,1
5478,172.22.1.80,1
5479,172.21.1.80,1
5480,172.22.1.80,1
5481,172.22.1.90,1
5482,172.22.1.80,1
5483,172.21.1.80,1
5484,172.22.1.90,1
5485,172.22.1.80,1
5486,172.21.1.80,1
5487,172.22.1.80,1
5488,172.22.1.80,1
5489,172.22.1.80,1
5490,172.24.1.81,1
5491,172.22.1.80,1
5492,172.22.1.80,1
5493,172.22.1.90,1
5494,172.23.1.81,1
5495,172.22.1.90,1
5496,172.22.1.90,1
5497,172.22.1.80,1
5498,172.23.1.80,1
5499,172.22.1.80,1
5500,172.22.1.81,1
5501,172.22.1.80,1
5502,172.22.1.90,1
5503,172.23.1.80,1
5504,172.22.1.81,1
5505,172.22.1.90,1
5506,172.22.1.90,1
5507,172.23.1.81,1
5508,172.22.1.90,1
5509,172.22.1.90,1
5510,172.22.1.90,1
5511,172.23.1.80,1
5512,172.22.1.81,1
5513,172.22.1.80,1
5514,172.24.1.80,1
5515,172.22.1.90,1
5516,172.22.1.80,1
5517,172.22.1.90,1
5518,172.22.1.80,1
5519,172.22.1.80,1
5520,172.22.1.81,1
5521,172.22.1.80,1
5522,172.24.1.81,1
5523,172.21.1.80,1
5524,172.22.1.90,1
5525,172.22.1.80,1
5526,172.22.1.81,1
5527,172.22.1.80,1
5528,172.22.1.90,1
5529,172.22.1.80,1
5530,172.22.1.81,1
5531,172.24.1.81,1
5532,172.22.1.80,1
5533,172.23.1.81,1
5534,172.22.1.80,1
5535,172.22.1.81,1
5536,172.22.1.90,1
5537,172.22.1.80,1
5538,172.22.1.81,1
5539,172.22.1.81,1
5540,172.24.1.80,1
5541,172.22.1.80,1
5542,172.22.1.81,1
5543,172.22.1.80,1
5544,172.22.1.90,1
5545,172.22.1.90,1
5546,172.23.1.80,1
5547,172.22.1.81,1
5548,172.22.1.80,1
5549,172.22.1.90,1
5550,172.22.1.81,1
5551,172.22.1.90,1
5552,172.21.1.80,1
5553,172.22.1.90,1
5554,172.22.1.90,1
5555,172.22.1.90,1
5556,172.22.1.90,1
5557,172.24.1.81,1
5558,172.22.1.81,1
5559,172.22.1.90,1
5560,172.21.1.80,1
5561,172.22.1.80,1
5562,172.22.1.81,1
5563,172.22.1.80,1
5564,172.22.1.90,1
5565,172.22.1.81,1
5566,172.24.1.81,1
5567,172.22.1.80,1
5568,172.22.1.80,1
5569,172.22.1.80,1
5570,172.22.1.80,1
5571,172.22.1.90,1
5572,172.23.1.81,1
5573,172.22.1.80,1
5574,172.22.1.81,1
5575,172.22.1.80,1
5576,172.22.1.90,1
5577,172.22.1.81,1
5578,172.22.1.80,1
5579,172.21.1.80,1
5580,172.22.1.90,1
5581,172.21.1.80,1
5582,172.24.1.81,1
5583,172.22.1.81,1
5584,172.22.1.80,1
5585,172.22.1.90,1
5586,172.22.1.80,1
5587,172.22.1.90,1
5588,172.22.1.81,1
5589,172.22.1.80,1
5590,172.24.1.81,1
5591,172.22.1.81,1
5592,172.22.1.81,1
5593,172.21.1.80,1
5594,172.22.1.90,1
5595,172.22.1.81,1
5596,172.22.1.90,1
5597,172.22.1.80,1
5598,172.22.1.80,1
5599,172.22.1.80,1
5600,172.22.1.80,1
5601,172.24.1.80,1
5602,172.22.1.81,1
5603,172.22.1.90,1
5604,172.22.1.80,1
5605,172.22.1.80,1
5606,172.24.1.81,1
5607,172.22.1.90,1
5608,172.24.1.81,1
5609,172.22.1.90,1
5610,172.21.1.80,1
5611,172.22.1.80,1
5612,172.22.1.81,1
5613,172.23.1.81,1
5614,172.23.1.81,1
5615,172.22.1.90,1
5616,172.22.1.90,1
5617,172.22.1.81,1
5618,172.22.1.80,1
5619,172.21.1.80,1
5620,172.22.1.90,1
5621,172.22.1.80,1
5622,172.22.1.80,1
5623,172.22.1.81,1
5624,172.22.1.90,1
5625,172.23.1.81,1
5626,172.21.1.80,1
5627,172.22.1.90,1
5628,172.22.1.90,1
5629,172.22.1.90,1
5630,172.22.1.80,1
5631,172.23.1.80,1
5632,172.22.1.80,1
5633,172.22.1.81,1
5634,172.23.1.80,1
5635,172.21.1.80,1
5636,172.22.1.80,1
5637,172.22.1.90,1
5638,172.22.1.81,1
5639,172.22.1.80,1
5640,2.25.24.180,2
5641,172.22.1.80,1
5642,172.22.1.81,1
5643,172.24.1.81,1
5644,172.23.1.80,1
5645,172.24.1.81,1
5646,172.22.1.90,1
5647,172.24.1.81,1
5648,172.22.1.80,1
5649,172.22.1.90,1
5650,172.23.1.81,1
5651,172.23.1.80,1
5652,172.21.1.80,1
5653,172.23.1.80,1
5654,172.22.1.80,1
5655,2.25.24.180,2
5656,172.23.1.80,1
5657,172.24.1.81,1
5658,172.22.1.81,1
5659,172.22.1.81,1
5660,172.23.1.80,1
5661,172.22.1.90,1
5662,172.22.1.80,1
5663,172.22.1.90,1
5664,172.23.1.81,1
5665,172.22.1.80,1
5666,172.21.1.80,1
5667,172.24.1.81,1
5668,172.22.1.90,1
5669,172.22.1.90,1
5670,172.22.1.80,1
5671,172.23.1.80,1
5672,172.22.1.80,1
5673,172.22.1.80,1
5674,172.22.1.90,1
5675,172.23.1.80,1
5676,172.22.1.80,1
5677,172.22.1.80,1
5678,172.22.1.80,1
5679,172.24.1.81,1
5680,172.22.1.81,1
5681,172.22.1.81,1
5682,172.21.1.80,1
5683,172.22.1.80,1
5684,172.22.1.90,1
5685,172.22.1.90,1
5686,172.24.1.81,1
5687,172.23.1.80,1
5688,172.22.1.90,1
5689,172.22.1.80,1
5690,172.24.1.80,1
5691,172.22.1.81,1
5692,172.22.1.81,1
5693,172.22.1.80,1
5694,172.23.1.81,1
5695,172.21.1.80,1
5696,172.22.1.80,1
5697,172.22.1.80,1
5698,172.24.1.81,1
5699,172.22.1.80,1
5700,172.22.1.80,1
5701,172.22.1.81,1
5702,172.22.1.80,1
5703,172.22.1.80,1
5704,172.22.1.80,1
5705,172.22.1.80,1
5706,172.22.1.90,1
5707,172.22.1.90,1
5708,172.22.1.90,1
5709,172.23.1.80,1
5710,172.22.1.80,1
5711,172.22.1.80,1
5712,172.22.1.81,1
5713,172.22.1.90,1
5714,172.22.1.90,1
5715,172.22.1.90,1
5716,172.22.1.80,1
5717,172.22.1.90,1
5718,172.22.1.81,1
5719,172.22.1.80,1
5720,172.22.1.81,1
5721,172.22.1.80,1
5722,172.23.1.80,1
5723,172.21.1.80,1
5724,172.24.1.81,1
5725,172.22.1.90,1
5726,172.23.1.81,1
5727,172.23.1.80,1
5728,172.22.1.90,1
5729,172.22.1.81,1
5730,172.24.1.80,1
5731,172.22.1.90,1
5732,172.23.1.80,1
5733,172.22.1.80,1
5734,172.24.1.81,1
5735,172.23.1.80,1
5736,172.22.1.80,1
5737,172.22.1.90,1
5738,172.23.1.80,1
5739,172.21.1.81,1
5740,172.22.1.80,1
5741,172.24.1.81,1
5742,172.22.1.90,1
5743,172.22.1.80,1
5744,172.23.1.81,1
5745,172.23.1.80,1
5746,172.24.1.81,1
5747,172.23.1.81,1
5748,172.23.1.80,1
5749,172.22.1.90,1
5750,172.24.1.81,1
5751,172.22.1.80,1
5752,172.24.1.81,1
5753,172.22.1.80,1
5754,172.22.1.90,1
5755,172.22.1.90,1
5756,172.23.1.80,1
5757,172.21.1.81,1
5758,172.22.1.81,1
5759,172.22.1.90,1
5760,172.22.1.81,1
5761,70.96.0.9,7
5762,173.194.33.142,1
5763,172.23.1.80,1
5764,172.22.1.90,1
5765,172.22.1.90,1
5766,172.22.1.90,1
5767,172.24.1.81,1
5768,172.22.1.81,1
5769,172.22.1.90,1
5770,172.24.1.81,1
5771,172.24.1.81,1
5772,172.22.1.80,1
5773,172.23.1.80,1
5774,172.22.1.90,1
5775,172.22.1.80,1
5776,172.21.1.81,1
5777,172.22.1.81,1
5778,172.24.1.81,1
5779,172.22.1.81,1
5780,172.23.1.80,1
5781,172.22.1.80,1
5782,172.24.1.81,1
5783,172.22.1.80,1
5784,172.22.1.80,1
5785,172.22.1.80,1
5786,172.23.1.80,1
5787,172.22.1.80,1
5788,172.22.1.90,1
5789,172.22.1.81,1
5790,172.22.1.81,1
5791,172.22.1.81,1
5792,172.22.1.81,1
5793,172.23.1.80,1
5794,172.23.1.80,1
5795,172.22.1.90,1
5796,172.22.1.90,1
5797,172.23.1.80,1
5798,172.22.1.90,1
5799,172.23.1.80,1
5800,172.22.1.90,1
5801,172.24.1.81,1
5802,172.24.1.81,1
5803,172.22.1.80,1
5804,172.23.1.80,1
5805,172.22.1.81,1
5806,172.22.1.81,1
5807,172.23.1.80,1
5808,172.23.1.80,1
5809,172.22.1.81,1
5810,172.22.1.81,1
5811,172.23.1.80,1
5812,172.23.1.80,1
5813,192.168.0.9,1
5814,172.23.1.80,1
5815,172.23.1.80,1
5816,172.23.1.81,1
5817,172.22.1.81,1
5818,172.22.1.81,1
5819,172.22.1.80,1
5820,172.22.1.81,1
5821,172.22.1.90,1
5822,172.23.1.80,1
5823,172.22.1.81,1
5824,172.21.1.81,1
5825,172.22.1.90,1
5826,172.24.1.81,1
5827,172.23.1.80,1
5828,172.22.1.90,1
5829,172.22.1.81,1
5830,172.24.1.81,1
5831,172.23.1.80,1
5832,172.23.1.80,1
5833,172.22.1.90,1
5834,172.22.1.90,1
5835,172.21.1.81,1
5836,172.22.1.81,1
5837,172.22.1.90,1
5838,172.23.1.80,1
5839,172.23.1.80,1
5840,172.23.1.81,1
5841,172.22.1.81,1
5842,172.24.1.80,1
5843,172.22.1.90,1
5844,172.23.1.80,1
5845,172.22.1.90,1
5846,172.22.1.90,1
5847,172.22.1.81,1
5848,172.22.1.81,1
5849,172.22.1.90,1
5850,172.22.1.81,1
5851,172.22.1.81,1
5852,172.22.1.90,1
5853,172.22.1.80,1
5854,172.22.1.80,1
5855,172.21.1.81,1
5856,172.24.1.80,1
5857,172.24.1.81,1
5858,172.23.1.80,1
5859,34.239.253.124,3
5860,172.22.1.90,1
5861,172.23.1.80,1
5862,172.24.1.81,1
5863,172.23.1.80,1
5864,172.22.1.81,1
5865,172.23.1.80,1
5866,172.22.1.81,1
5867,172.24.1.81,1
5868,172.24.1.81,1
5869,172.24.1.81,1
5870,172.21.1.81,1
5871,172.22.1.81,1
5872,172.22.1.81,1
5873,172.22.1.90,1
5874,172.22.1.81,1
5875,172.22.1.90,1
5876,172.22.1.81,1
5877,172.23.1.81,1
5878,172.23.1.80,1
5879,172.23.1.80,1
5880,172.22.1.90,1
5881,172.22.1.90,1
5882,172.22.1.90,1
5883,172.22.1.80,1
5884,172.24.1.80,1
5885,172.22.1.80,1
5886,172.22.1.90,1
5887,172.23.1.80,1
5888,172.24.1.80,1
5889,172.21.1.81,1
5890,172.22.1.90,1
5891,172.22.1.90,1
5892,172.22.1.81,1
5893,172.24.1.81,1
5894,172.22.1.81,1
5895,172.22.1.81,1
5896,172.22.1.90,1
5897,172.22.1.81,1
5898,172.22.1.80,1
5899,172.23.1.81,1
5900,172.23.1.80,1
5901,172.23.1.80,1
5902,172.24.1.80,1
5903,172.22.1.81,1
5904,172.22.1.90,1
5905,172.22.1.81,1
5906,172.24.1.81,1
5907,172.22.1.80,1
5908,172.22.1.81,1
5909,172.22.1.81,1
5910,172.22.1.90,1
5911,172.22.1.90,1
5912,172.22.1.81,1
5913,172.22.1.90,1
5914,172.22.1.81,1
5915,172.23.1.80,1
5916,172.22.1.90,1
5917,172.22.1.90,1
5918,172.23.1.81,1
5919,172.24.1.81,1
5920,172.24.1.81,1
5921,172.22.1.81,1
5922,172.22.1.81,1
5923,172.23.1.80,1
5924,131.253.61.82,1
5925,172.22.1.80,1
5926,172.22.1.81,1
5927,172.23.1.80,1
5928,172.22.1.90,1
5929,172.22.1.90,1
5930,172.22.1.80,1
5931,131.253.61.82,1
5932,172.22.1.90,1
5933,172.24.1.81,1
5934,172.22.1.81,1
5935,172.22.1.90,1
5936,131.253.61.82,1
5937,172.22.1.81,1
5938,172.24.1.81,1
5939,172.23.1.80,1
5940,172.22.1.81,1
5941,172.23.1.80,1
5942,172.22.1.90,1
5943,172.22.1.80,1
5944,172.22.1.90,1
5945,172.24.1.81,1
5946,172.22.1.81,1
5947,172.22.1.81,1
5948,172.22.1.90,1
5949,172.22.1.90,1
5950,172.22.1.81,1
5951,172.24.1.81,1
5952,172.22.1.81,1
5953,172.22.1.80,1
5954,172.23.1.80,1
5955,172.22.1.81,1
5956,172.24.1.80,1
5957,172.22.1.81,1
5958,172.22.1.90,1
5959,172.22.1.90,1
5960,172.24.1.81,1
5961,172.23.1.81,1
5962,172.23.1.81,1
5963,172.22.1.80,1
5964,172.22.1.81,1
5965,172.22.1.90,1
5966,54.243.185.199,5
5967,172.24.1.80,1
5968,172.22.1.90,1
5969,172.22.1.90,1
5970,172.23.1.80,1
5971,172.24.1.81,1
5972,172.22.1.90,1
5973,172.22.1.81,1
5974,172.22.1.80,1
5975,172.23.1.81,1
5976,172.24.1.81,1
5977,172.21.1.81,1
5978,172.22.1.80,1
5979,172.22.1.90,1
5980,172.22.1.80,1
5981,172.22.1.90,1
5982,172.22.1.81,1
5983,172.22.1.81,1
5984,172.22.1.90,1
5985,172.24.1.80,1
5986,172.22.1.81,1
5987,172.23.1.80,1
5988,172.23.1.81,1
5989,172.23.1.81,1
5990,172.22.1.81,1
5991,172.22.1.80,1
5992,172.22.1.81,1
5993,172.23.1.81,1
5994,172.22.1.81,1
5995,172.22.1.81,1
5996,172.22.1.90,1
5997,172.22.1.90,1
5998,172.23.1.81,1
5999,172.22.1.80,1
6000,172.22.1.90,1
6001,172.22.1.90,1
6002,172.22.1.81,1
6003,172.23.1.81,1
6004,172.22.1.81,1
6005,172.23.1.81,1
6006,172.22.1.81,1
6007,172.24.1.81,1
6008,172.23.1.80,1
6009,172.22.1.81,1
6010,172.24.1.81,1
6011,172.22.1.90,1
6012,172.24.1.81,1
6013,172.22.1.81,1
6014,172.22.1.81,1
6015,172.22.1.90,1
6016,172.23.1.81,1
6017,172.22.1.81,1
6018,172.22.1.80,1
6019,172.23.1.80,1
6020,172.22.1.81,1
6021,172.22.1.80,1
6022,172.22.1.80,1
6023,172.22.1.81,1
6024,172.23.1.80,1
6025,172.22.1.81,1
6026,172.22.1.81,1
6027,172.23.1.80,1
6028,172.22.1.81,1
6029,172.23.1.81,1
6030,172.22.1.90,1
6031,172.22.1.80,1
6032,172.24.1.81,1
6033,172.22.1.90,1
6034,172.22.1.90,1
6035,172.22.1.90,1
6036,172.22.1.81,1
6037,172.24.1.81,1
6038,172.22.1.81,1
6039,172.22.1.80,1
6040,172.22.1.80,1
6041,172.22.1.90,1
6042,172.23.1.80,1
6043,172.24.1.81,1
6044,172.22.1.80,1
6045,172.22.1.81,1
6046,172.22.1.80,1
6047,172.23.1.81,1
6048,172.22.1.90,1
6049,172.22.1.81,1
6050,172.22.1.81,1
6051,172.22.1.81,1
6052,172.22.1.80,1
6053,172.22.1.81,1
6054,172.22.1.90,1
6055,172.22.1.81,1
6056,172.23.1.81,1
